inter_in,inter_out,streetcode,L
27,136,1663,5
4,261,1664,4
209,212,1665,5
33,90,1666,7
168,13,1667,8
273,174,1668,9
119,29,1669,6
261,105,1670,4
4,191,1671,4
242,31,1672,7
199,220,1673,10
14,286,1674,5
286,269,1675,2
123,195,1676,4
64,14,1677,9
8,24,1678,1
230,287,1679,8
287,245,1680,7
240,162,1681,9
95,197,1682,9
216,118,1683,2
177,105,1684,5
20,157,1685,3
259,31,1686,4
47,288,1687,8
288,241,1688,6
168,289,1689,6
289,219,1690,4
9,290,1691,9
290,38,1692,5
3,291,1693,2
291,192,1694,6
67,186,1695,6
176,64,1696,6
124,292,1697,6
292,252,1698,7
127,214,1699,8
194,244,1700,9
249,168,1701,10
248,289,1702,3
215,170,1703,2
269,119,1704,9
0,149,1705,9
180,234,1706,7
269,182,1707,4
176,280,1708,1
31,292,1709,5
234,293,1710,4
293,85,1711,3
59,27,1712,8
176,71,1713,4
40,275,1714,5
204,282,1715,6
141,259,1716,3
118,294,1717,1
294,4,1718,9
103,126,1719,5
230,85,1720,8
151,35,1721,9
154,198,1722,8
156,98,1723,5
188,119,1724,2
274,295,1725,7
295,229,1726,6
177,54,1727,5
242,196,1728,3
226,253,1729,5
235,16,1730,5
8,242,1731,9
241,49,1732,7
51,296,1733,7
296,72,1734,9
158,82,1735,9
197,106,1736,9
49,217,1737,10
192,49,1738,9
43,214,1739,1
109,257,1740,5
188,297,1741,5
297,176,1742,7
194,215,1743,3
2,298,1744,2
298,8,1745,1
150,246,1746,9
21,223,1747,2
199,70,1748,1
295,153,1749,8
157,239,1750,1
167,123,1751,3
295,223,1752,1
22,299,1753,6
299,1,1754,7
8,288,1755,7
230,41,1756,3
90,300,1757,9
300,219,1758,5
0,41,1759,7
180,301,1760,5
301,116,1761,2
134,5,1762,7
34,302,1763,9
302,89,1764,3
151,171,1765,9
254,206,1766,8
300,73,1767,1
86,226,1768,3
238,67,1769,6
301,303,1770,7
303,138,1771,6
287,184,1772,9
7,86,1773,9
99,140,1774,7
169,237,1775,1
229,187,1776,7
2,208,1777,10
110,304,1778,10
304,156,1779,3
265,106,1780,7
169,14,1781,8
29,16,1782,3
198,171,1783,7
156,305,1784,7
305,53,1785,1
157,17,1786,7
199,54,1787,6
163,288,1788,3
261,107,1789,7
32,306,1790,6
306,128,1791,9
132,9,1792,5
287,60,1793,7
217,48,1794,10
258,119,1795,1
45,235,1796,6
27,5,1797,10
240,72,1798,7
246,10,1799,9
219,38,1800,5
130,19,1801,3
276,113,1802,7
35,204,1803,8
169,307,1804,10
307,244,1805,10
10,308,1806,1
308,10,1807,5
302,180,1808,4
268,110,1809,10
215,229,1810,1
77,69,1811,1
105,197,1812,3
83,22,1813,8
50,214,1814,7
119,274,1815,9
84,148,1816,7
68,17,1817,8
216,105,1818,10
249,166,1819,10
102,309,1820,8
309,88,1821,4
117,85,1822,2
17,272,1823,3
89,310,1824,9
310,218,1825,1
291,13,1826,6
75,44,1827,9
123,23,1828,10
116,1,1829,9
202,252,1830,2
156,217,1831,6
230,220,1832,6
57,300,1833,3
117,68,1834,6
30,281,1835,9
97,117,1836,1
53,225,1837,5
258,208,1838,6
141,64,1839,8
300,311,1840,5
311,40,1841,9
245,144,1842,9
202,312,1843,3
312,58,1844,6
268,307,1845,4
284,153,1846,5
148,227,1847,1
41,306,1848,10
291,35,1849,6
120,113,1850,1
132,187,1851,9
244,63,1852,10
115,312,1853,10
52,71,1854,5
216,121,1855,8
54,273,1856,4
252,250,1857,6
165,48,1858,9
288,214,1859,1
214,253,1860,3
100,201,1861,6
156,313,1862,8
313,55,1863,10
255,139,1864,5
303,106,1865,5
199,291,1866,2
79,92,1867,6
158,6,1868,10
91,64,1869,2
149,80,1870,2
141,96,1871,1
177,70,1872,4
114,294,1873,10
146,64,1874,9
132,202,1875,9
151,206,1876,3
238,106,1877,6
283,314,1878,7
314,291,1879,1
145,32,1880,10
212,142,1881,10
249,68,1882,6
306,183,1883,7
19,266,1884,1
43,136,1885,5
289,284,1886,2
15,315,1887,6
315,63,1888,5
301,316,1889,8
316,198,1890,2
100,284,1891,4
20,137,1892,10
61,133,1893,6
205,264,1894,8
244,275,1895,6
271,191,1896,1
91,13,1897,6
3,281,1898,2
289,129,1899,10
147,38,1900,2
119,215,1901,10
7,76,1902,3
198,204,1903,7
104,157,1904,2
116,44,1905,9
155,135,1906,7
42,285,1907,9
14,211,1908,6
47,214,1909,5
209,3,1910,8
223,135,1911,9
0,317,1912,2
317,145,1913,1
237,234,1914,3
167,318,1915,1
318,89,1916,5
304,3,1917,6
261,319,1918,5
319,219,1919,6
314,223,1920,5
110,320,1921,3
320,225,1922,8
142,321,1923,3
321,285,1924,7
100,322,1925,7
322,21,1926,6
177,155,1927,8
96,323,1928,1
323,95,1929,2
120,53,1930,9
279,43,1931,2
303,90,1932,9
155,109,1933,9
182,61,1934,2
126,324,1935,5
324,309,1936,4
181,274,1937,9
87,147,1938,1
277,301,1939,2
275,93,1940,6
177,236,1941,8
5,204,1942,4
264,148,1943,8
310,202,1944,2
247,325,1945,3
325,64,1946,3
55,0,1947,8
174,248,1948,8
63,237,1949,8
158,326,1950,9
326,235,1951,3
109,256,1952,3
37,98,1953,6
226,149,1954,8
208,327,1955,4
327,261,1956,6
234,126,1957,6
57,264,1958,3
206,106,1959,3
310,110,1960,5
66,17,1961,4
307,196,1962,10
114,328,1963,8
328,157,1964,4
44,325,1965,3
127,190,1966,2
134,329,1967,7
329,14,1968,8
231,24,1969,10
321,270,1970,6
46,125,1971,10
261,92,1972,9
275,163,1973,4
308,330,1974,1
330,209,1975,1
51,9,1976,9
296,214,1977,6
129,156,1978,2
89,86,1979,5
121,112,1980,1
291,331,1981,8
331,84,1982,3
44,268,1983,8
146,332,1984,6
332,6,1985,7
301,1,1986,7
178,304,1987,1
20,277,1988,1
117,69,1989,7
89,225,1990,5
160,106,1991,7
183,109,1992,8
107,91,1993,2
221,321,1994,9
162,180,1995,5
128,333,1996,6
333,170,1997,6
294,253,1998,4
31,191,1999,1
246,116,2000,8
324,102,2001,7
140,275,2002,7
146,233,2003,6
212,177,2004,1
257,218,2005,9
297,107,2006,8
214,141,2007,7
328,297,2008,2
68,334,2009,9
334,59,2010,4
32,312,2011,4
115,249,2012,9
64,312,2013,1
250,143,2014,8
49,335,2015,4
335,12,2016,3
206,54,2017,9
297,129,2018,8
230,171,2019,2
293,26,2020,6
329,30,2021,3
19,265,2022,7
61,114,2023,4
120,281,2024,5
142,71,2025,3
92,220,2026,6
275,335,2027,2
333,331,2028,1
311,276,2029,7
298,336,2030,10
336,107,2031,7
112,99,2032,4
13,223,2033,6
205,196,2034,2
15,337,2035,4
337,28,2036,5
167,338,2037,4
338,197,2038,10
230,303,2039,3
284,54,2040,5
99,223,2041,10
290,32,2042,10
181,171,2043,7
122,25,2044,3
331,109,2045,4
325,219,2046,9
272,249,2047,9
180,244,2048,1
290,79,2049,1
234,264,2050,5
218,19,2051,9
59,339,2052,8
339,92,2053,9
128,340,2054,9
340,198,2055,6
226,116,2056,7
309,230,2057,3
265,192,2058,3
253,219,2059,2
147,113,2060,3
144,298,2061,6
185,15,2062,6
217,220,2063,9
41,21,2064,9
154,57,2065,3
259,59,2066,2
249,271,2067,1
227,289,2068,3
188,136,2069,2
84,197,2070,9
313,59,2071,10
267,154,2072,3
307,252,2073,1
248,297,2074,5
217,86,2075,2
187,188,2076,8
46,341,2077,10
341,238,2078,5
20,193,2079,5
10,342,2080,3
342,155,2081,10
327,343,2082,1
343,159,2083,4
316,126,2084,2
218,111,2085,6
318,338,2086,1
67,344,2087,3
344,316,2088,6
341,53,2089,7
43,67,2090,7
193,84,2091,1
124,76,2092,1
73,345,2093,4
345,28,2094,1
40,264,2095,4
114,148,2096,9
106,107,2097,10
169,22,2098,4
185,45,2099,7
175,122,2100,8
86,151,2101,1
178,24,2102,10
38,112,2103,4
18,245,2104,7
268,41,2105,5
237,346,2106,6
346,125,2107,6
89,237,2108,1
266,160,2109,4
311,112,2110,10
102,116,2111,5
260,232,2112,2
63,193,2113,5
179,232,2114,1
229,347,2115,9
347,37,2116,8
49,35,2117,5
51,36,2118,9
110,184,2119,10
117,348,2120,6
348,54,2121,4
178,70,2122,1
111,227,2123,6
212,326,2124,8
23,326,2125,2
93,306,2126,8
261,296,2127,10
40,349,2128,9
349,265,2129,7
111,350,2130,4
350,257,2131,9
122,43,2132,1
100,182,2133,7
5,145,2134,2
256,68,2135,5
208,122,2136,6
5,257,2137,1
238,149,2138,2
98,351,2139,9
351,53,2140,3
74,312,2141,3
150,108,2142,4
273,311,2143,8
150,162,2144,1
38,276,2145,10
275,260,2146,6
332,352,2147,6
352,95,2148,6
26,226,2149,10
104,198,2150,6
114,240,2151,3
89,76,2152,6
30,102,2153,1
292,214,2154,5
299,64,2155,3
189,329,2156,5
255,291,2157,8
191,307,2158,10
160,353,2159,8
353,310,2160,1
245,187,2161,7
188,151,2162,5
205,296,2163,5
72,137,2164,7
62,354,2165,7
354,315,2166,7
42,8,2167,4
8,148,2168,1
100,289,2169,2
228,267,2170,4
91,101,2171,7
180,53,2172,5
114,263,2173,10
49,186,2174,6
136,88,2175,5
174,135,2176,8
148,13,2177,2
314,184,2178,3
77,38,2179,7
322,54,2180,6
96,306,2181,6
199,61,2182,1
199,7,2183,6
121,197,2184,10
234,31,2185,9
228,345,2186,4
258,348,2187,8
97,355,2188,10
355,165,2189,8
341,205,2190,1
164,194,2191,3
346,26,2192,1
37,94,2193,2
121,11,2194,3
334,109,2195,7
222,313,2196,8
307,137,2197,1
154,172,2198,4
239,356,2199,8
356,230,2200,6
196,180,2201,6
207,288,2202,1
197,356,2203,8
141,118,2204,9
287,215,2205,1
327,52,2206,1
216,357,2207,5
357,314,2208,7
298,185,2209,7
310,312,2210,2
214,220,2211,1
219,134,2212,5
342,183,2213,7
59,42,2214,8
302,314,2215,6
55,22,2216,9
38,49,2217,5
31,87,2218,5
57,259,2219,10
282,358,2220,2
358,24,2221,8
120,220,2222,5
234,145,2223,7
41,359,2224,5
359,273,2225,3
100,168,2226,9
344,210,2227,7
66,360,2228,10
360,118,2229,2
341,26,2230,10
181,334,2231,10
82,339,2232,10
21,332,2233,1
219,145,2234,10
116,361,2235,7
361,140,2236,2
4,195,2237,4
24,316,2238,2
203,21,2239,6
83,247,2240,10
263,68,2241,7
165,274,2242,10
207,126,2243,3
80,332,2244,10
12,362,2245,8
362,140,2246,8
317,363,2247,2
363,224,2248,7
196,200,2249,3
250,338,2250,3
352,115,2251,7
145,289,2252,4
24,364,2253,4
364,156,2254,9
334,43,2255,5
57,125,2256,10
46,365,2257,3
365,194,2258,4
324,366,2259,6
366,95,2260,9
123,110,2261,4
167,118,2262,9
41,84,2263,10
103,115,2264,8
76,357,2265,5
10,269,2266,8
74,134,2267,7
166,353,2268,8
93,219,2269,10
93,144,2270,6
177,4,2271,10
143,325,2272,5
75,189,2273,6
186,367,2274,1
367,340,2275,3
354,95,2276,2
121,86,2277,1
342,80,2278,7
169,335,2279,4
141,11,2280,10
189,275,2281,4
266,368,2282,8
368,112,2283,8
323,336,2284,10
356,186,2285,9
145,166,2286,7
346,158,2287,1
38,85,2288,1
203,359,2289,8
260,326,2290,6
122,369,2291,10
369,195,2292,9
3,370,2293,8
370,65,2294,6
222,217,2295,3
16,87,2296,7
32,245,2297,10
77,371,2298,6
371,152,2299,10
96,372,2300,7
372,308,2301,1
221,57,2302,8
339,277,2303,10
197,310,2304,3
240,330,2305,4
154,92,2306,1
31,70,2307,6
49,90,2308,5
353,127,2309,7
191,44,2310,6
73,119,2311,1
327,55,2312,8
335,4,2313,7
132,224,2314,9
121,105,2315,10
1,373,2316,4
373,92,2317,3
243,276,2318,6
96,118,2319,5
64,275,2320,1
98,64,2321,9
49,257,2322,5
87,300,2323,7
35,374,2324,8
374,311,2325,8
363,139,2326,2
25,65,2327,4
372,362,2328,6
57,375,2329,6
375,113,2330,3
319,376,2331,9
376,210,2332,10
202,342,2333,9
287,72,2334,3
49,21,2335,6
373,329,2336,6
358,74,2337,7
45,348,2338,8
230,9,2339,7
176,50,2340,2
241,10,2341,5
292,352,2342,7
252,293,2343,8
208,224,2344,1
319,329,2345,6
314,365,2346,1
178,270,2347,2
231,152,2348,6
157,197,2349,6
9,72,2350,8
159,377,2351,2
377,235,2352,1
370,378,2353,5
378,17,2354,2
5,178,2355,4
114,130,2356,7
336,325,2357,2
309,379,2358,10
379,371,2359,9
293,375,2360,10
10,200,2361,3
324,82,2362,8
243,199,2363,6
90,311,2364,4
335,226,2365,6
269,157,2366,4
4,279,2367,10
53,192,2368,3
13,185,2369,5
76,380,2370,2
380,279,2371,7
27,318,2372,2
253,381,2373,4
381,259,2374,5
72,382,2375,6
382,245,2376,2
358,200,2377,1
207,260,2378,6
48,383,2379,4
383,275,2380,1
365,248,2381,2
167,384,2382,7
384,0,2383,5
133,157,2384,9
54,141,2385,5
7,295,2386,1
134,347,2387,3
134,351,2388,7
137,266,2389,10
307,75,2390,9
365,377,2391,6
115,119,2392,3
252,385,2393,9
385,349,2394,8
105,182,2395,6
193,10,2396,9
289,45,2397,2
300,384,2398,5
332,309,2399,9
138,218,2400,7
115,386,2401,9
386,190,2402,9
155,146,2403,4
303,288,2404,5
356,65,2405,9
237,140,2406,5
44,121,2407,2
259,63,2408,6
243,174,2409,2
307,387,2410,8
387,196,2411,7
2,388,2412,7
388,17,2413,8
247,389,2414,4
389,169,2415,2
148,77,2416,8
113,283,2417,4
168,158,2418,5
352,193,2419,9
261,113,2420,1
6,360,2421,5
368,175,2422,8
218,67,2423,6
137,119,2424,3
28,119,2425,2
210,390,2426,1
390,256,2427,6
96,72,2428,3
238,336,2429,2
388,68,2430,9
115,304,2431,2
98,33,2432,4
164,160,2433,7
28,292,2434,1
139,275,2435,3
77,36,2436,6
313,346,2437,9
129,189,2438,9
251,346,2439,6
354,384,2440,3
97,185,2441,1
148,391,2442,8
391,284,2443,2
78,218,2444,7
141,305,2445,5
275,109,2446,5
137,111,2447,2
288,392,2448,3
392,314,2449,6
318,76,2450,7
202,266,2451,10
284,393,2452,3
393,65,2453,10
354,241,2454,4
74,394,2455,9
394,358,2456,8
179,48,2457,1
330,320,2458,3
288,395,2459,10
395,187,2460,5
100,396,2461,3
396,225,2462,10
137,397,2463,10
397,131,2464,6
5,394,2465,2
202,173,2466,9
270,398,2467,8
398,27,2468,9
201,344,2469,2
15,156,2470,1
97,57,2471,6
117,379,2472,6
356,20,2473,3
168,200,2474,3
138,340,2475,9
227,177,2476,6
56,279,2477,4
34,258,2478,6
119,394,2479,6
48,382,2480,9
393,304,2481,1
221,112,2482,3
230,86,2483,7
209,399,2484,1
399,346,2485,2
187,106,2486,3
126,237,2487,5
319,400,2488,1
400,157,2489,7
12,91,2490,6
70,401,2491,3
401,189,2492,6
294,311,2493,7
122,402,2494,8
402,248,2495,9
326,403,2496,9
403,198,2497,3
350,188,2498,1
330,249,2499,2
241,2,2500,9
271,404,2501,8
404,120,2502,10
92,405,2503,2
405,220,2504,1
150,325,2505,10
164,406,2506,1
406,169,2507,10
201,298,2508,9
78,219,2509,8
354,238,2510,7
204,103,2511,4
144,257,2512,10
30,53,2513,3
279,220,2514,10
5,54,2515,5
263,407,2516,9
407,197,2517,7
231,408,2518,3
408,3,2519,2
305,80,2520,4
97,335,2521,9
2,409,2522,5
409,338,2523,8
304,111,2524,2
48,312,2525,6
298,396,2526,10
355,161,2527,10
81,195,2528,9
369,323,2529,1
222,256,2530,4
244,410,2531,6
410,209,2532,5
32,411,2533,8
411,309,2534,9
218,412,2535,4
412,411,2536,9
206,413,2537,2
413,148,2538,1
181,414,2539,10
414,308,2540,3
264,415,2541,4
415,304,2542,2
325,416,2543,8
416,349,2544,6
305,417,2545,9
417,378,2546,8
180,181,2547,6
52,198,2548,3
62,215,2549,10
413,418,2550,1
418,15,2551,1
122,419,2552,3
419,86,2553,7
174,325,2554,7
310,100,2555,2
177,420,2556,5
420,402,2557,7
97,371,2558,8
131,149,2559,5
260,389,2560,1
133,421,2561,4
421,412,2562,9
7,56,2563,1
160,396,2564,5
21,374,2565,10
87,171,2566,5
228,388,2567,8
316,59,2568,5
179,359,2569,3
271,348,2570,10
85,157,2571,5
350,283,2572,3
127,76,2573,2
23,422,2574,10
422,37,2575,4
417,248,2576,1
327,423,2577,9
423,223,2578,3
175,196,2579,6
423,424,2580,8
424,300,2581,5
37,425,2582,6
425,297,2583,7
15,426,2584,5
426,32,2585,6
214,427,2586,6
427,337,2587,5
311,358,2588,6
37,428,2589,3
428,48,2590,3
310,316,2591,3
196,179,2592,5
392,259,2593,7
390,293,2594,6
3,95,2595,6
109,429,2596,4
429,417,2597,2
248,430,2598,7
430,96,2599,5
251,307,2600,3
361,430,2601,5
170,235,2602,4
403,290,2603,3
328,62,2604,6
417,273,2605,4
55,431,2606,6
431,242,2607,1
171,432,2608,9
432,365,2609,9
108,433,2610,2
433,170,2611,8
199,221,2612,7
211,413,2613,4
125,219,2614,7
395,352,2615,10
54,89,2616,3
63,434,2617,10
434,301,2618,9
6,61,2619,8
299,167,2620,3
157,435,2621,8
435,172,2622,8
163,436,2623,2
436,137,2624,9
285,72,2625,1
191,234,2626,4
141,143,2627,2
307,437,2628,1
437,219,2629,8
382,110,2630,8
222,198,2631,10
419,311,2632,3
82,438,2633,9
438,422,2634,10
16,230,2635,9
138,288,2636,8
420,416,2637,3
14,156,2638,4
198,240,2639,2
319,36,2640,7
428,271,2641,9
226,147,2642,3
262,439,2643,8
439,386,2644,5
328,265,2645,9
222,80,2646,6
85,331,2647,5
400,424,2648,4
122,184,2649,4
148,335,2650,9
18,440,2651,4
440,399,2652,8
432,140,2653,10
268,56,2654,8
342,441,2655,8
441,229,2656,8
396,158,2657,1
398,218,2658,1
329,188,2659,3
356,33,2660,2
428,419,2661,8
388,274,2662,10
310,284,2663,2
429,311,2664,5
373,358,2665,3
267,65,2666,10
114,365,2667,2
113,383,2668,3
127,442,2669,10
442,167,2670,3
204,68,2671,6
171,131,2672,3
339,275,2673,2
38,395,2674,2
328,339,2675,7
247,200,2676,7
182,139,2677,5
117,103,2678,6
355,373,2679,9
36,413,2680,7
136,201,2681,5
207,443,2682,4
443,348,2683,1
249,422,2684,10
257,278,2685,3
365,32,2686,7
349,84,2687,3
306,254,2688,2
373,210,2689,1
287,232,2690,8
220,308,2691,9
167,55,2692,8
210,219,2693,1
190,133,2694,7
39,150,2695,6
131,263,2696,3
322,204,2697,9
418,174,2698,3
440,444,2699,2
444,320,2700,9
246,445,2701,3
445,286,2702,8
166,381,2703,8
330,446,2704,1
446,138,2705,5
179,126,2706,8
110,361,2707,1
251,6,2708,2
333,150,2709,7
117,256,2710,6
222,328,2711,1
59,334,2712,2
230,131,2713,7
93,447,2714,6
447,9,2715,4
416,411,2716,4
318,394,2717,7
305,201,2718,1
27,231,2719,5
361,285,2720,1
115,448,2721,8
448,291,2722,3
356,372,2723,4
358,207,2724,1
83,42,2725,8
31,143,2726,5
272,446,2727,10
255,120,2728,7
349,445,2729,10
379,270,2730,1
398,446,2731,8
432,0,2732,8
272,449,2733,7
449,244,2734,3
28,289,2735,7
440,232,2736,2
241,345,2737,5
94,185,2738,3
88,450,2739,8
450,204,2740,10
257,451,2741,2
451,259,2742,2
7,220,2743,1
389,160,2744,1
177,384,2745,5
377,223,2746,9
177,452,2747,9
452,33,2748,4
24,394,2749,4
186,402,2750,6
155,17,2751,5
112,453,2752,3
453,402,2753,10
368,360,2754,6
426,222,2755,1
224,299,2756,7
114,128,2757,3
319,274,2758,2
329,23,2759,6
309,128,2760,4
114,454,2761,6
454,160,2762,7
168,302,2763,2
246,262,2764,2
344,152,2765,1
302,60,2766,2
240,294,2767,1
305,224,2768,2
182,86,2769,4
430,158,2770,6
202,240,2771,10
219,114,2772,10
366,179,2773,9
351,120,2774,4
201,281,2775,4
25,56,2776,6
374,53,2777,2
45,59,2778,7
360,455,2779,3
455,220,2780,2
70,362,2781,3
367,352,2782,4
391,104,2783,10
194,370,2784,8
106,201,2785,4
58,311,2786,7
276,456,2787,8
456,139,2788,2
189,457,2789,4
457,66,2790,7
143,0,2791,9
161,186,2792,2
88,326,2793,9
443,458,2794,5
458,295,2795,3
319,375,2796,1
404,223,2797,6
281,228,2798,7
267,198,2799,6
101,383,2800,3
454,459,2801,6
459,115,2802,10
349,99,2803,2
351,76,2804,2
199,10,2805,2
375,10,2806,3
149,185,2807,4
176,440,2808,7
229,12,2809,3
231,162,2810,5
21,460,2811,7
460,435,2812,4
146,301,2813,7
76,154,2814,4
453,86,2815,3
459,137,2816,4
440,100,2817,8
458,461,2818,4
461,279,2819,1
244,278,2820,3
375,356,2821,5
30,211,2822,5
338,92,2823,3
157,85,2824,7
139,462,2825,9
462,278,2826,3
91,336,2827,7
293,150,2828,7
17,76,2829,2
115,463,2830,9
463,206,2831,10
421,464,2832,8
464,42,2833,4
142,132,2834,9
248,266,2835,6
319,24,2836,3
321,358,2837,6
334,358,2838,8
240,140,2839,6
328,384,2840,10
198,465,2841,6
465,354,2842,8
198,255,2843,2
317,41,2844,9
351,134,2845,6
32,383,2846,3
384,466,2847,7
466,168,2848,8
92,467,2849,2
467,45,2850,2
88,384,2851,3
374,252,2852,2
272,77,2853,1
126,27,2854,9
425,258,2855,5
30,353,2856,6
375,365,2857,10
338,31,2858,7
238,468,2859,2
468,425,2860,4
296,166,2861,6
41,352,2862,2
110,48,2863,5
416,47,2864,4
40,180,2865,5
39,48,2866,3
253,341,2867,1
161,329,2868,6
429,21,2869,2
142,442,2870,7
163,403,2871,2
28,435,2872,9
186,107,2873,10
462,2,2874,4
89,469,2875,4
469,98,2876,8
319,460,2877,8
157,470,2878,1
470,395,2879,2
183,215,2880,5
17,471,2881,1
471,351,2882,6
237,472,2883,5
472,162,2884,3
353,85,2885,8
468,399,2886,10
125,135,2887,5
155,170,2888,1
40,374,2889,8
82,252,2890,9
373,450,2891,2
353,473,2892,1
473,334,2893,5
376,278,2894,6
38,474,2895,8
474,321,2896,3
200,475,2897,4
475,146,2898,5
331,476,2899,4
476,132,2900,8
378,136,2901,3
303,477,2902,4
477,469,2903,1
150,456,2904,4
277,308,2905,8
7,478,2906,7
478,357,2907,6
390,443,2908,9
25,375,2909,2
21,111,2910,8
122,447,2911,9
44,479,2912,6
479,238,2913,7
375,374,2914,8
331,480,2915,10
480,318,2916,10
72,46,2917,7
327,250,2918,5
463,29,2919,7
184,70,2920,3
99,51,2921,2
478,348,2922,6
252,481,2923,6
481,451,2924,10
420,252,2925,9
410,203,2926,7
256,340,2927,4
407,274,2928,10
63,482,2929,1
482,10,2930,1
221,183,2931,5
77,256,2932,10
72,483,2933,4
483,3,2934,8
372,126,2935,4
392,192,2936,8
395,473,2937,3
213,9,2938,1
336,393,2939,2
263,202,2940,7
47,349,2941,1
207,484,2942,7
484,322,2943,2
217,39,2944,8
82,370,2945,4
471,275,2946,5
298,357,2947,3
115,434,2948,4
6,459,2949,9
296,291,2950,4
119,248,2951,10
418,82,2952,1
266,476,2953,4
399,485,2954,2
485,236,2955,7
434,486,2956,4
486,331,2957,2
28,80,2958,3
5,163,2959,6
330,264,2960,5
457,487,2961,1
487,164,2962,9
93,476,2963,6
412,359,2964,1
161,488,2965,10
488,82,2966,10
194,489,2967,4
489,125,2968,2
5,402,2969,7
223,372,2970,3
446,247,2971,1
409,466,2972,4
377,490,2973,3
490,194,2974,5
219,476,2975,3
21,24,2976,7
77,37,2977,8
320,374,2978,1
238,491,2979,4
491,434,2980,6
461,127,2981,5
106,492,2982,7
492,448,2983,10
144,11,2984,6
270,71,2985,4
322,477,2986,3
190,332,2987,7
245,493,2988,7
493,422,2989,7
442,258,2990,8
226,438,2991,5
413,463,2992,9
206,487,2993,4
486,221,2994,6
263,460,2995,5
283,236,2996,2
85,177,2997,10
276,446,2998,9
134,170,2999,2
231,178,3000,4
381,494,3001,5
494,172,3002,9
127,462,3003,4
214,495,3004,3
495,334,3005,6
371,81,3006,3
41,496,3007,3
496,417,3008,7
364,286,3009,7
429,497,3010,7
497,250,3011,10
85,82,3012,3
407,60,3013,2
479,49,3014,8
171,90,3015,9
267,498,3016,4
498,209,3017,6
115,499,3018,9
499,189,3019,2
127,500,3020,6
500,486,3021,9
315,501,3022,5
501,139,3023,8
108,38,3024,5
133,53,3025,2
75,502,3026,2
502,411,3027,1
368,72,3028,1
487,130,3029,9
317,214,3030,10
387,503,3031,1
503,68,3032,1
186,478,3033,1
309,452,3034,2
444,380,3035,1
394,504,3036,10
504,309,3037,8
151,268,3038,8
66,257,3039,7
348,390,3040,7
476,290,3041,5
117,177,3042,3
46,133,3043,7
21,134,3044,5
61,495,3045,1
450,487,3046,4
3,275,3047,5
427,43,3048,9
442,244,3049,6
315,479,3050,5
69,349,3051,2
220,299,3052,6
321,111,3053,8
26,319,3054,8
215,225,3055,1
374,158,3056,9
195,505,3057,4
505,441,3058,8
162,506,3059,8
506,414,3060,3
280,406,3061,4
302,332,3062,3
328,432,3063,8
195,507,3064,8
507,157,3065,7
129,508,3066,9
508,208,3067,8
27,295,3068,2
500,509,3069,1
509,92,3070,5
99,510,3071,2
510,423,3072,7
459,511,3073,6
511,152,3074,5
18,52,3075,6
124,358,3076,7
382,435,3077,3
440,475,3078,10
90,268,3079,5
181,512,3080,3
512,89,3081,9
187,513,3082,10
513,3,3083,6
172,2,3084,3
13,26,3085,9
85,514,3086,9
514,130,3087,3
379,515,3088,8
515,198,3089,8
131,446,3090,4
339,356,3091,8
241,344,3092,2
174,227,3093,6
329,263,3094,10
389,370,3095,10
474,213,3096,8
145,350,3097,4
217,92,3098,8
171,516,3099,1
516,183,3100,6
28,497,3101,10
516,478,3102,5
387,382,3103,1
148,10,3104,9
279,455,3105,1
275,101,3106,4
255,517,3107,5
517,370,3108,8
48,4,3109,8
361,226,3110,7
292,327,3111,6
271,146,3112,3
317,353,3113,9
249,403,3114,3
256,518,3115,3
518,417,3116,3
59,233,3117,8
71,519,3118,9
519,1,3119,7
367,520,3120,4
520,181,3121,9
105,26,3122,7
380,412,3123,10
365,22,3124,6
247,331,3125,7
241,393,3126,8
40,146,3127,10
406,269,3128,9
316,167,3129,7
126,18,3130,4
261,119,3131,9
175,99,3132,2
414,521,3133,10
521,184,3134,10
499,221,3135,2
433,203,3136,9
275,322,3137,5
29,484,3138,3
290,410,3139,1
503,409,3140,8
279,403,3141,2
120,404,3142,8
252,121,3143,9
354,107,3144,9
326,522,3145,10
522,265,3146,9
325,263,3147,8
471,283,3148,5
50,1,3149,10
437,224,3150,7
158,523,3151,6
523,158,3152,7
490,86,3153,4
457,524,3154,1
524,379,3155,3
233,322,3156,4
240,291,3157,7
298,41,3158,3
102,316,3159,7
96,37,3160,9
196,12,3161,1
341,81,3162,4
427,175,3163,1
296,424,3164,2
118,220,3165,8
77,152,3166,1
493,525,3167,5
525,424,3168,6
431,31,3169,2
264,246,3170,8
370,428,3171,10
125,110,3172,5
123,505,3173,10
188,107,3174,5
336,59,3175,1
328,486,3176,10
33,131,3177,9
118,497,3178,9
284,526,3179,9
526,131,3180,6
147,527,3181,2
527,291,3182,7
52,193,3183,3
49,285,3184,9
375,528,3185,9
528,55,3186,9
463,529,3187,6
529,317,3188,5
94,311,3189,10
438,486,3190,10
228,264,3191,3
332,436,3192,5
58,446,3193,6
179,530,3194,1
530,372,3195,10
282,8,3196,4
214,442,3197,7
394,437,3198,8
393,232,3199,4
235,455,3200,9
149,140,3201,4
345,15,3202,9
174,390,3203,10
225,531,3204,8
531,464,3205,3
380,340,3206,7
438,363,3207,3
338,218,3208,7
378,420,3209,2
171,334,3210,3
334,407,3211,5
193,393,3212,10
415,262,3213,4
303,532,3214,5
532,519,3215,6
