inter_in,inter_out,streetcode,L
6290,6218,10622,2
646,574,10623,9
646,730,10624,8
646,647,10625,8
128,129,10626,7
128,202,10627,2
128,127,10628,9
128,54,10629,7
2096,1990,10630,4
2096,2095,10631,3
2096,2168,10632,2
2096,2097,10633,1
3097,3169,10634,4
3097,3025,10635,2
3097,3098,10636,4
3097,3096,10637,7
2253,2181,10638,9
2253,2325,10639,4
2253,2252,10640,2
7327,7255,10641,2
7327,7447,10642,2
7327,7328,10643,3
7327,7326,10644,10
7657,7583,10645,7
7657,7731,10646,4
7657,7658,10647,10
7657,7656,10648,1
4952,4836,10649,4
4952,4951,10650,7
4952,4953,10651,2
9351,9352,10652,3
9351,9437,10653,6
9351,9350,10654,4
9351,9277,10655,1
3161,3160,10656,2
3161,3089,10657,5
3161,3162,10658,1
3161,3265,10659,10
4727,4726,10660,10
4727,4728,10661,8
4727,4655,10662,5
4727,4799,10663,8
1971,1972,10664,7
1971,1970,10665,10
1971,1889,10666,1
1971,2085,10667,6
2446,2536,10668,2
2446,2445,10669,5
2446,2447,10670,2
2446,2338,10671,10
7427,7315,10672,6
7427,7428,10673,1
7427,7426,10674,6
2419,2418,10675,5
2419,2420,10676,9
2419,2323,10677,7
9132,9133,10678,1
9132,9026,10679,7
9132,9206,10680,9
9132,9131,10681,8
4440,4439,10682,6
4440,4558,10683,2
4440,4366,10684,7
4440,4441,10685,2
6881,6979,10686,6
6881,6882,10687,10
6881,6807,10688,4
5156,5155,10689,8
5156,5230,10690,10
5156,5082,10691,8
3027,3026,10692,8
3027,2955,10693,1
3027,3099,10694,5
6833,6907,10695,3
6833,6759,10696,9
6833,6834,10697,7
6833,6832,10698,8
9438,9437,10699,9
9438,9439,10700,6
9438,9352,10701,3
9438,9544,10702,8
1893,1975,10703,6
1893,1892,10704,9
1893,1894,10705,8
1893,1819,10706,10
1987,1988,10707,10
1987,2093,10708,2
1987,1986,10709,2
4003,3931,10710,1
4003,4004,10711,2
4003,4002,10712,7
4003,4115,10713,2
3915,3843,10714,3
3915,3914,10715,10
3915,3987,10716,10
9042,9043,10717,7
9042,9041,10718,3
9042,8946,10719,9
8521,8447,10720,1
8521,8607,10721,3
8521,8520,10722,9
8521,8522,10723,3
1179,1178,10724,5
1179,1277,10725,2
1179,1180,10726,3
244,330,10727,7
244,170,10728,10
244,243,10729,3
8916,8917,10730,7
8916,8915,10731,4
8916,8992,10732,8
8916,8844,10733,3
5762,5654,10734,5
5762,5763,10735,8
5762,5761,10736,2
1070,996,10737,9
1070,1071,10738,5
1070,1156,10739,7
1070,1069,10740,7
2824,2734,10741,6
2824,2825,10742,7
2824,2823,10743,7
2824,2926,10744,8
7158,7230,10745,7
7158,7157,10746,5
7158,7159,10747,2
7158,7086,10748,6
2373,2372,10749,2
2373,2491,10750,9
2373,2374,10751,8
4431,4430,10752,1
4431,4432,10753,1
4431,4357,10754,2
4431,4549,10755,5
2504,2578,10756,9
2504,2394,10757,1
2504,2505,10758,1
2504,2503,10759,5
9066,9067,10760,1
9066,9156,10761,9
9066,9065,10762,8
5671,5670,10763,1
5671,5791,10764,6
5671,5599,10765,3
5671,5672,10766,5
8968,8896,10767,5
8968,8969,10768,10
8968,9080,10769,7
7713,7811,10770,10
7713,7639,10771,1
7713,7714,10772,5
7713,7712,10773,4
8806,8807,10774,8
8806,8734,10775,2
8806,8878,10776,1
2067,2141,10777,5
2067,2068,10778,6
2067,2066,10779,9
3738,3624,10780,4
3738,3739,10781,9
3738,3737,10782,9
3738,3810,10783,8
8063,8062,10784,10
8063,8064,10785,5
8063,7991,10786,10
8063,8135,10787,5
5822,5823,10788,2
5822,5716,10789,9
5822,5896,10790,7
5822,5821,10791,9
5898,5897,10792,10
5898,5824,10793,7
5898,5972,10794,8
5851,5925,10795,10
5851,5765,10796,7
5851,5852,10797,5
5851,5850,10798,8
7155,7154,10799,9
7155,7227,10800,7
7155,7083,10801,5
6169,6168,10802,4
6169,6170,10803,10
6169,6259,10804,10
4693,4692,10805,9
4693,4621,10806,1
4693,4694,10807,8
4693,4765,10808,9
4250,4249,10809,1
4250,4251,10810,6
4250,4176,10811,7
4250,4324,10812,4
5246,5172,10813,5
5246,5247,10814,7
5246,5356,10815,4
5246,5245,10816,5
430,320,10817,3
430,502,10818,5
430,431,10819,7
4802,4801,10820,9
4802,4803,10821,7
4802,4730,10822,2
4802,4894,10823,4
9218,9144,10824,6
9218,9217,10825,10
9218,9292,10826,1
9218,9219,10827,2
8544,8646,10828,5
8544,8543,10829,7
8544,8470,10830,10
8544,8545,10831,7
1714,1788,10832,8
1714,1628,10833,5
1714,1713,10834,6
8107,8106,10835,8
8107,8108,10836,5
8107,8195,10837,6
8107,8035,10838,7
6403,6475,10839,5
6403,6404,10840,9
6403,6402,10841,7
6403,6331,10842,6
8356,8430,10843,9
8356,8282,10844,10
8356,8355,10845,6
8356,8357,10846,8
2535,2445,10847,10
2535,2609,10848,4
2535,2534,10849,1
2535,2536,10850,2
3465,3466,10851,10
3465,3539,10852,4
3465,3391,10853,7
7123,7124,10854,8
7123,7051,10855,9
7123,7195,10856,4
7123,7122,10857,9
1698,1699,10858,8
1698,1604,10859,2
1698,1772,10860,7
1698,1697,10861,3
9421,9535,10862,9
9421,9422,10863,8
9421,9420,10864,6
6552,6551,10865,5
6552,6553,10866,7
6552,6654,10867,1
19,18,10868,6
19,20,10869,2
19,93,10870,8
1276,1178,10871,6
1276,1277,10872,10
1276,1348,10873,9
9743,9744,10874,1
9743,9819,10875,6
9743,9671,10876,8
9743,9742,10877,2
8621,8622,10878,4
8621,8723,10879,7
8621,8620,10880,8
1278,1279,10881,4
1278,1350,10882,7
1278,1277,10883,3
1278,1180,10884,9
7762,7876,10885,2
7762,7684,10886,7
7762,7763,10887,2
7762,7761,10888,8
7315,7316,10889,8
7315,7243,10890,2
7315,7314,10891,6
7315,7427,10892,10
3949,3948,10893,6
3949,4025,10894,4
3949,3877,10895,4
3949,3950,10896,9
5736,5735,10897,2
5736,5737,10898,8
5736,5834,10899,1
9030,9136,10900,7
9030,8938,10901,8
9030,9029,10902,1
9030,9031,10903,3
7619,7620,10904,5
7619,7545,10905,10
7619,7618,10906,5
7619,7693,10907,5
9705,9704,10908,6
9705,9777,10909,2
9705,9633,10910,10
7036,7035,10911,9
7036,7110,10912,9
7036,7037,10913,3
4502,4596,10914,5
4502,4501,10915,9
4502,4503,10916,10
8838,8910,10917,5
8838,8837,10918,8
8838,8839,10919,5
8838,8766,10920,3
171,172,10921,4
171,97,10922,9
171,245,10923,8
2465,2547,10924,4
2465,2466,10925,8
2465,2464,10926,7
2155,2154,10927,7
2155,2156,10928,2
2155,2083,10929,4
2155,2227,10930,3
4899,4900,10931,3
4899,5001,10932,2
4899,4898,10933,7
9777,9705,10934,4
9777,9873,10935,2
9777,9776,10936,9
9717,9789,10937,6
9717,9645,10938,3
9717,9716,10939,1
4791,4875,10940,4
4791,4790,10941,4
4791,4719,10942,3
6609,6493,10943,8
6609,6608,10944,9
6609,6610,10945,9
2959,3031,10946,3
2959,2960,10947,8
2959,2877,10948,7
2959,2958,10949,8
9034,8942,10950,9
9034,9033,10951,4
9034,9035,10952,1
3968,3967,10953,5
3968,3969,10954,8
3968,3896,10955,7
3968,4056,10956,10
6503,6625,10957,8
6503,6502,10958,8
6503,6504,10959,10
6081,6080,10960,3
6081,6007,10961,3
6081,6082,10962,7
6081,6195,10963,10
5950,5951,10964,2
5950,6024,10965,4
5950,5949,10966,7
5950,5876,10967,8
241,167,10968,5
241,242,10969,6
241,327,10970,9
241,240,10971,10
180,106,10972,8
180,181,10973,7
180,254,10974,6
180,179,10975,8
2781,2780,10976,6
2781,2782,10977,2
2781,2707,10978,6
6959,6960,10979,5
6959,6869,10980,10
6959,6958,10981,10
6959,7065,10982,8
6950,6864,10983,5
6950,6951,10984,2
6950,6949,10985,10
9531,9530,10986,6
9531,9413,10987,3
9531,9603,10988,9
3371,3289,10989,5
3371,3445,10990,6
3371,3372,10991,5
4180,4254,10992,1
4180,4179,10993,9
4180,4082,10994,4
8952,8951,10995,5
8952,9052,10996,6
8952,8880,10997,3
8952,8953,10998,2
9520,9594,10999,6
9520,9521,11000,5
9520,9519,11001,3
3016,3017,11002,3
3016,3088,11003,3
3016,2944,11004,10
2783,2709,11005,10
2783,2784,11006,6
2783,2782,11007,7
3327,3328,11008,9
3327,3326,11009,7
3327,3213,11010,8
3327,3401,11011,5
6323,6322,11012,5
6323,6251,11013,10
6323,6395,11014,8
6323,6324,11015,6
9141,9039,11016,5
9141,9140,11017,8
9141,9142,11018,4
9141,9215,11019,3
8113,8041,11020,3
8113,8205,11021,10
8113,8114,11022,6
8113,8112,11023,4
4417,4416,11024,10
4417,4343,11025,3
4417,4418,11026,8
4417,4527,11027,6
3202,3203,11028,4
3202,3201,11029,1
3202,3320,11030,4
3514,3513,11031,3
3514,3588,11032,1
3514,3515,11033,6
3514,3440,11034,8
1810,1884,11035,10
1810,1809,11036,7
1810,1811,11037,2
1810,1736,11038,9
7561,7635,11039,5
7561,7562,11040,4
7561,7487,11041,6
2525,2431,11042,2
2525,2599,11043,7
2525,2526,11044,10
945,946,11045,10
945,1019,11046,8
945,871,11047,10
945,944,11048,5
6940,6939,11049,2
6940,6941,11050,2
6940,6858,11051,7
6261,6171,11052,9
6261,6260,11053,3
6261,6333,11054,2
6119,6118,11055,6
6119,6229,11056,1
6119,6120,11057,1
3607,3606,11058,2
3607,3729,11059,5
3607,3533,11060,1
8796,8868,11061,8
8796,8724,11062,1
8796,8797,11063,8
8796,8795,11064,10
5973,5974,11065,4
5973,6047,11066,7
5973,5899,11067,5
3547,3548,11068,10
3547,3546,11069,5
3547,3629,11070,2
3547,3473,11071,3
9580,9652,11072,1
9580,9498,11073,3
9580,9581,11074,10
927,928,11075,6
927,926,11076,6
927,853,11077,9
927,1001,11078,10
7836,7837,11079,5
7836,7922,11080,10
7836,7835,11081,3
321,320,11082,9
321,431,11083,4
321,322,11084,1
1223,1109,11085,3
1223,1222,11086,8
1223,1224,11087,6
1223,1305,11088,8
7177,7176,11089,6
7177,7178,11090,9
7177,7249,11091,10
7177,7105,11092,9
5338,5337,11093,2
5338,5428,11094,8
5338,5339,11095,8
5338,5236,11096,9
4840,4960,11097,1
4840,4768,11098,6
4840,4841,11099,6
7998,8070,11100,6
7998,7997,11101,8
7998,7999,11102,10
7998,7926,11103,8
8645,8739,11104,10
8645,8646,11105,4
8645,8644,11106,1
8645,8543,11107,8
7958,8030,11108,10
7958,7959,11109,8
7958,7886,11110,3
7958,7957,11111,7
8854,8782,11112,3
8854,8926,11113,6
8854,8855,11114,2
5718,5719,11115,9
5718,5717,11116,4
5718,5626,11117,5
5718,5824,11118,9
2044,2043,11119,7
2044,1934,11120,1
2044,2045,11121,5
4330,4256,11122,1
4330,4331,11123,3
4330,4404,11124,10
4330,4329,11125,9
1138,1139,11126,4
1138,1060,11127,4
1138,1137,11128,5
1138,1252,11129,3
7984,8056,11130,1
7984,7912,11131,10
7984,7985,11132,9
8456,8455,11133,10
8456,8530,11134,3
8456,8382,11135,9
7120,7048,11136,9
7120,7121,11137,7
7120,7192,11138,9
4175,4176,11139,2
4175,4249,11140,9
4175,4077,11141,3
9333,9259,11142,3
9333,9407,11143,9
9333,9332,11144,6
9333,9334,11145,4
7541,7467,11146,1
7541,7540,11147,6
7541,7542,11148,5
7541,7615,11149,4
7299,7298,11150,8
7299,7227,11151,5
7299,7399,11152,8
6138,6240,11153,8
6138,6139,11154,1
6138,6137,11155,9
9002,8922,11156,5
9002,9001,11157,1
9002,9003,11158,10
2846,2940,11159,3
2846,2845,11160,3
2846,2847,11161,4
3757,3758,11162,3
3757,3829,11163,1
3757,3655,11164,6
3757,3756,11165,6
9781,9780,11166,5
9781,9782,11167,5
9781,9881,11168,5
9781,9709,11169,4
8465,8391,11170,7
8465,8539,11171,10
8465,8466,11172,3
8465,8464,11173,5
6112,6113,11174,8
6112,6030,11175,3
6112,6111,11176,8
885,884,11177,10
885,959,11178,5
885,886,11179,6
885,799,11180,3
255,181,11181,2
255,349,11182,1
255,254,11183,3
255,256,11184,10
3726,3725,11185,10
3726,3727,11186,7
3726,3800,11187,5
7704,7798,11188,8
7704,7703,11189,7
7704,7630,11190,3
7704,7705,11191,6
2476,2477,11192,10
2476,2356,11193,7
2476,2475,11194,5
2476,2554,11195,7
1641,1642,11196,5
1641,1640,11197,1
1641,1525,11198,8
2863,2862,11199,6
2863,2757,11200,5
2863,2864,11201,9
1849,1848,11202,5
1849,1850,11203,4
1849,1775,11204,4
1849,1923,11205,3
6229,6119,11206,10
6229,6301,11207,6
6229,6230,11208,10
6229,6228,11209,5
1050,1051,11210,2
1050,1124,11211,10
1050,976,11212,1
9582,9654,11213,7
9582,9583,11214,3
9582,9581,11215,8
9582,9500,11216,10
3754,3755,11217,8
3754,3652,11218,3
3754,3826,11219,5
6859,6860,11220,8
6859,6858,11221,6
6859,6785,11222,1
6859,6941,11223,7
8789,8861,11224,7
8789,8717,11225,1
8789,8788,11226,6
8789,8790,11227,1
3150,3246,11228,6
3150,3149,11229,8
3150,3078,11230,2
3150,3151,11231,2
4135,4136,11232,8
4135,4134,11233,9
4135,4015,11234,5
7724,7725,11235,2
7724,7723,11236,4
7724,7650,11237,3
7724,7830,11238,9
3755,3754,11239,8
3755,3756,11240,5
3755,3827,11241,9
3755,3653,11242,3
5983,6057,11243,10
5983,5982,11244,8
5983,5909,11245,10
5983,5984,11246,3
5220,5219,11247,1
5220,5221,11248,4
5220,5146,11249,1
5220,5314,11250,8
2866,2867,11251,4
2866,2865,11252,1
2866,2952,11253,9
7223,7295,11254,9
7223,7151,11255,1
7223,7222,11256,5
7223,7224,11257,1
7962,7963,11258,1
7962,8034,11259,5
7962,7890,11260,9
7962,7961,11261,6
5297,5211,11262,6
5297,5298,11263,7
5297,5296,11264,3
9352,9351,11265,9
9352,9438,11266,10
9352,9278,11267,2
8088,8164,11268,7
8088,8016,11269,5
8088,8089,11270,2
8088,8087,11271,6
5381,5382,11272,6
5381,5455,11273,1
5381,5380,11274,7
2653,2727,11275,3
2653,2652,11276,4
2653,2579,11277,8
2653,2654,11278,2
16,15,11279,5
16,90,11280,8
691,619,11281,9
691,803,11282,8
691,692,11283,10
691,690,11284,6
6512,6513,11285,9
6512,6511,11286,4
6512,6630,11287,9
8423,8349,11288,5
8423,8497,11289,10
8423,8424,11290,3
8423,8422,11291,7
365,364,11292,5
365,263,11293,4
365,459,11294,4
365,366,11295,4
8347,8348,11296,9
8347,8346,11297,7
8347,8269,11298,7
8347,8421,11299,8
2192,2264,11300,4
2192,2120,11301,1
2192,2191,11302,5
2192,2193,11303,6
2904,2905,11304,3
2904,2786,11305,9
2904,2903,11306,9
2904,2976,11307,2
2134,2135,11308,6
2134,2206,11309,5
2134,2056,11310,3
2257,2258,11311,9
2257,2185,11312,2
2257,2256,11313,8
2257,2329,11314,8
1873,1799,11315,8
1873,1874,11316,9
1873,1872,11317,2
1873,1947,11318,5
5725,5726,11319,4
5725,5827,11320,1
5725,5724,11321,2
3959,3958,11322,5
3959,3887,11323,8
3959,3960,11324,1
3959,4043,11325,6
2431,2430,11326,2
2431,2432,11327,4
2431,2331,11328,4
2431,2525,11329,5
8150,8078,11330,8
8150,8266,11331,5
8150,8149,11332,1
8150,8151,11333,9
1920,1921,11334,2
1920,2022,11335,7
1920,1846,11336,4
1920,1919,11337,4
9892,9893,11338,7
9892,9788,11339,4
9892,9891,11340,3
816,894,11341,1
816,815,11342,10
816,817,11343,8
915,914,11344,6
915,916,11345,4
915,841,11346,3
915,989,11347,6
8607,8606,11348,1
8607,8521,11349,10
8607,8608,11350,9
2296,2297,11351,5
2296,2224,11352,10
2296,2376,11353,3
5890,5816,11354,7
5890,5964,11355,8
5890,5891,11356,3
5890,5889,11357,8
745,744,11358,3
745,851,11359,9
745,657,11360,9
745,746,11361,6
7647,7573,11362,1
7647,7721,11363,1
7647,7648,11364,5
5144,5143,11365,3
5144,5218,11366,4
5144,5070,11367,1
3377,3451,11368,9
3377,3378,11369,10
3377,3299,11370,3
1385,1384,11371,6
1385,1313,11372,4
1385,1457,11373,10
1385,1386,11374,8
6011,5937,11375,10
6011,6010,11376,5
6011,6085,11377,2
6011,6012,11378,8
9221,9295,11379,5
9221,9220,11380,7
9221,9222,11381,3
9221,9147,11382,2
7919,7920,11383,7
7919,7833,11384,1
7919,7991,11385,9
7919,7918,11386,5
5057,5131,11387,6
5057,4983,11388,5
5057,5056,11389,10
5057,5058,11390,9
9836,9835,11391,5
9836,9837,11392,2
9836,9950,11393,3
7895,7894,11394,7
7895,7896,11395,2
7895,7967,11396,2
7895,7793,11397,6
6754,6828,11398,10
6754,6680,11399,10
6754,6753,11400,6
6754,6755,11401,7
7768,7769,11402,1
7768,7686,11403,7
7768,7767,11404,6
2524,2598,11405,7
2524,2426,11406,7
2524,2523,11407,9
7510,7584,11408,4
7510,7424,11409,4
7510,7509,11410,5
6782,6781,11411,10
6782,6708,11412,9
6782,6856,11413,10
6029,5955,11414,5
6029,6111,11415,5
6029,6030,11416,8
9950,9836,11417,1
9950,9949,11418,2
9950,9951,11419,2
2555,2481,11420,4
2555,2629,11421,6
2555,2556,11422,10
3356,3357,11423,9
3356,3430,11424,6
3356,3262,11425,5
3356,3355,11426,4
2560,2559,11427,8
2560,2561,11428,4
2560,2634,11429,9
2560,2486,11430,2
3815,3814,11431,10
3815,3743,11432,8
3815,3816,11433,6
3815,3887,11434,7
7368,7367,11435,6
7368,7280,11436,1
7368,7369,11437,5
6719,6718,11438,7
6719,6645,11439,7
6719,6720,11440,7
6719,6793,11441,9
367,368,11442,9
367,265,11443,7
367,366,11444,9
3000,3072,11445,6
3000,2999,11446,9
3000,2928,11447,9
3000,3001,11448,7
5268,5267,11449,2
5268,5386,11450,1
5268,5269,11451,9
5268,5194,11452,5
2592,2591,11453,3
2592,2666,11454,8
2592,2518,11455,8
3994,4102,11456,1
3994,3922,11457,9
3994,3995,11458,4
2967,2889,11459,8
2967,3039,11460,6
2967,2966,11461,8
640,720,11462,8
640,568,11463,5
640,641,11464,4
3083,3155,11465,10
3083,3011,11466,3
3083,3084,11467,9
3083,3082,11468,8
3321,3395,11469,3
3321,3320,11470,10
3321,3203,11471,6
3321,3322,11472,7
8353,8352,11473,9
8353,8427,11474,3
8353,8279,11475,5
1726,1725,11476,10
1726,1800,11477,2
1726,1648,11478,5
6062,6164,11479,9
6062,6063,11480,10
6062,6061,11481,9
6062,5988,11482,7
8597,8596,11483,6
8597,8515,11484,7
8597,8598,11485,3
3860,3861,11486,10
3860,3859,11487,10
3860,3788,11488,3
3860,3932,11489,4
29,103,11490,10
29,30,11491,4
4683,4611,11492,10
4683,4682,11493,7
4683,4755,11494,5
8388,8314,11495,1
8388,8462,11496,8
8388,8387,11497,10
4399,4400,11498,7
4399,4497,11499,8
4399,4325,11500,4
4399,4398,11501,9
5582,5510,11502,3
5582,5581,11503,1
5582,5654,11504,6
5582,5583,11505,5
4068,4170,11506,2
4068,4069,11507,10
4068,4067,11508,5
1640,1639,11509,3
1640,1524,11510,4
1640,1641,11511,8
1888,1966,11512,3
1888,1814,11513,3
1888,1887,11514,4
4380,4381,11515,4
4380,4306,11516,3
4380,4466,11517,4
4380,4379,11518,4
9907,9908,11519,7
9907,9906,11520,5
9907,9993,11521,9
7456,7334,11522,2
7456,7455,11523,1
7456,7530,11524,5
1889,1815,11525,8
1889,1971,11526,4
1889,1890,11527,1
306,307,11528,4
306,228,11529,4
306,305,11530,8
2353,2354,11531,10
2353,2352,11532,1
2353,2281,11533,7
2353,2469,11534,7
8784,8712,11535,8
8784,8783,11536,6
8784,8785,11537,5
8784,8856,11538,3
6783,6857,11539,3
6783,6709,11540,1
6783,6784,11541,5
9668,9740,11542,8
9668,9667,11543,5
9668,9669,11544,3
9668,9596,11545,9
1468,1548,11546,5
1468,1469,11547,3
1468,1396,11548,5
2488,2487,11549,5
2488,2366,11550,1
2488,2562,11551,6
7240,7241,11552,3
7240,7312,11553,3
7240,7168,11554,6
3120,3048,11555,3
3120,3196,11556,2
3120,3119,11557,8
3120,3121,11558,2
122,48,11559,8
122,196,11560,7
122,121,11561,10
122,123,11562,9
6179,6265,11563,9
6179,6180,11564,7
6179,6178,11565,3
3912,3984,11566,1
3912,3840,11567,5
3912,3913,11568,2
3912,3911,11569,7
3570,3571,11570,7
3570,3496,11571,2
3570,3569,11572,3
3570,3668,11573,2
1123,1049,11574,3
1123,1245,11575,6
1123,1122,11576,7
8495,8421,11577,2
8495,8494,11578,2
8495,8496,11579,8
8495,8569,11580,9
8280,8158,11581,4
8280,8354,11582,9
8280,8281,11583,2
7649,7648,11584,5
7649,7650,11585,6
7649,7575,11586,10
7649,7723,11587,5
4177,4251,11588,1
4177,4178,11589,8
4177,4176,11590,8
4177,4079,11591,10
9160,9070,11592,2
9160,9159,11593,6
9160,9234,11594,5
1509,1613,11595,7
1509,1508,11596,2
1509,1437,11597,1
2577,2576,11598,3
2577,2651,11599,1
2577,2503,11600,4
2577,2578,11601,1
9867,9868,11602,9
9867,9866,11603,6
9867,9969,11604,7
5287,5205,11605,8
5287,5286,11606,1
5287,5288,11607,6
2182,2254,11608,5
2182,2110,11609,3
2182,2183,11610,6
1608,1504,11611,9
1608,1702,11612,3
1608,1607,11613,7
1608,1609,11614,2
8604,8603,11615,8
8604,8605,11616,7
8604,8714,11617,6
958,884,11618,8
958,1032,11619,9
958,959,11620,8
958,957,11621,10
2685,2611,11622,6
2685,2686,11623,5
2685,2759,11624,8
8180,8294,11625,9
8180,8179,11626,10
8180,8181,11627,2
20,21,11628,7
20,94,11629,1
20,19,11630,1
4833,4761,11631,7
4833,4945,11632,2
4833,4832,11633,3
4668,4669,11634,10
4668,4596,11635,6
4668,4667,11636,2
4668,4740,11637,2
3098,3026,11638,8
3098,3097,11639,5
3098,3170,11640,5
3098,3099,11641,7
6655,6656,11642,1
6655,6654,11643,8
6655,6729,11644,7
6655,6553,11645,3
6875,6876,11646,4
6875,6969,11647,2
6875,6801,11648,7
5253,5367,11649,9
5253,5252,11650,8
5253,5254,11651,1
5253,5179,11652,3
4512,4513,11653,6
4512,4511,11654,10
4512,4602,11655,1
2258,2330,11656,9
2258,2186,11657,2
2258,2257,11658,4
2258,2259,11659,4
2997,2996,11660,2
2997,3069,11661,9
2997,2925,11662,10
2322,2250,11663,8
2322,2418,11664,2
2322,2323,11665,4
2322,2321,11666,2
9814,9815,11667,3
9814,9936,11668,2
3529,3528,11669,5
3529,3455,11670,6
3529,3530,11671,4
3529,3603,11672,10
296,222,11673,9
296,297,11674,10
7699,7789,11675,3
7699,7700,11676,7
7699,7625,11677,1
7699,7698,11678,10
993,994,11679,8
993,1067,11680,3
993,919,11681,8
625,626,11682,7
625,553,11683,10
625,697,11684,7
625,624,11685,8
312,426,11686,10
312,311,11687,3
312,313,11688,8
8681,8680,11689,10
8681,8682,11690,7
8681,8759,11691,8
688,800,11692,6
688,616,11693,5
688,689,11694,5
2761,2871,11695,3
2761,2760,11696,1
2761,2762,11697,8
2761,2687,11698,5
5127,5201,11699,3
5127,5053,11700,4
5127,5128,11701,9
849,848,11702,6
849,739,11703,6
849,850,11704,3
849,923,11705,9
8239,8329,11706,9
8239,8238,11707,8
8239,8240,11708,3
9858,9859,11709,10
9858,9964,11710,8
9858,9766,11711,8
9858,9857,11712,9
787,788,11713,1
787,786,11714,9
787,877,11715,3
2265,2264,11716,9
2265,2337,11717,8
2265,2193,11718,9
5520,5521,11719,2
5520,5519,11720,1
5520,5448,11721,6
5520,5592,11722,1
7484,7558,11723,3
7484,7382,11724,6
7484,7485,11725,4
7484,7483,11726,5
1561,1477,11727,4
1561,1560,11728,5
1561,1562,11729,4
5597,5598,11730,10
5597,5669,11731,5
5597,5525,11732,6
5597,5596,11733,4
5373,5255,11734,9
5373,5372,11735,7
5373,5374,11736,1
5373,5451,11737,5
495,494,11738,2
495,423,11739,6
495,567,11740,7
2161,2160,11741,5
2161,2089,11742,7
2161,2233,11743,9
2161,2162,11744,8
5684,5802,11745,6
5684,5683,11746,7
5684,5685,11747,2
1055,981,11748,4
1055,1133,11749,4
1055,1056,11750,1
8002,8074,11751,10
8002,8003,11752,8
8002,7930,11753,8
4219,4293,11754,9
4219,4220,11755,7
4219,4145,11756,5
8252,8253,11757,1
8252,8140,11758,9
8252,8338,11759,4
8252,8251,11760,1
127,201,11761,7
127,53,11762,7
127,128,11763,1
4666,4738,11764,8
4666,4667,11765,1
4666,4594,11766,10
6752,6678,11767,8
6752,6751,11768,9
6752,6753,11769,1
6752,6826,11770,8
5168,5167,11771,4
5168,5094,11772,5
5168,5242,11773,10
1564,1565,11774,9
1564,1563,11775,2
1564,1674,11776,2
2327,2326,11777,3
2327,2328,11778,10
2327,2255,11779,1
2327,2427,11780,6
9128,9129,11781,7
9128,9127,11782,6
9128,9202,11783,3
9128,9018,11784,5
8329,8328,11785,10
8329,8403,11786,9
8329,8330,11787,8
8329,8239,11788,5
8874,8802,11789,7
8874,8875,11790,9
8874,8946,11791,8
8874,8873,11792,7
3457,3531,11793,7
3457,3458,11794,7
3457,3383,11795,2
1677,1678,11796,1
1677,1567,11797,3
1677,1676,11798,1
1677,1751,11799,6
281,207,11800,8
281,282,11801,8
281,395,11802,7
9860,9859,11803,7
9860,9861,11804,3
9860,9768,11805,1
5155,5229,11806,4
5155,5156,11807,2
5155,5081,11808,10
5155,5154,11809,9
5901,5827,11810,4
5901,5902,11811,10
5901,5900,11812,9
5901,5975,11813,4
1016,1090,11814,2
1016,942,11815,2
1016,1015,11816,1
7745,7867,11817,10
7745,7671,11818,8
7745,7746,11819,8
1900,1826,11820,4
1900,1986,11821,3
1900,1899,11822,2
8647,8646,11823,3
8647,8648,11824,6
8647,8545,11825,1
6988,6989,11826,7
6988,7082,11827,2
6988,6987,11828,9
3214,3213,11829,6
3214,3215,11830,3
3214,3328,11831,5
3214,3130,11832,1
6905,6831,11833,3
6905,6906,11834,8
6905,7019,11835,8
8290,8172,11836,2
8290,8289,11837,6
8290,8364,11838,4
25,24,11839,5
25,26,11840,5
25,99,11841,5
8191,8190,11842,1
8191,8301,11843,8
8191,8192,11844,3
7215,7287,11845,7
7215,7214,11846,3
7215,7143,11847,7
7719,7645,11848,1
7719,7720,11849,1
7719,7821,11850,1
7719,7718,11851,3
4994,5068,11852,1
4994,4993,11853,9
4994,4888,11854,3
4994,4995,11855,5
5556,5484,11856,5
5556,5628,11857,1
5556,5557,11858,2
5556,5555,11859,5
9477,9478,11860,7
9477,9375,11861,3
9477,9476,11862,3
898,897,11863,4
898,972,11864,1
898,820,11865,1
5079,5078,11866,9
5079,5005,11867,3
5079,5153,11868,8
5079,5080,11869,5
2404,2405,11870,1
2404,2403,11871,1
2404,2510,11872,9
7371,7370,11873,1
7371,7372,11874,9
7371,7477,11875,1
6607,6608,11876,8
6607,6606,11877,3
6607,6491,11878,7
3713,3714,11879,4
3713,3712,11880,2
3713,3791,11881,1
1762,1763,11882,9
1762,1836,11883,1
1762,1688,11884,6
1762,1761,11885,4
9045,9044,11886,6
9045,8949,11887,7
9045,9046,11888,9
9045,9143,11889,5
9116,8998,11890,5
9116,9115,11891,2
9116,9190,11892,3
9116,9117,11893,2
8087,8015,11894,7
8087,8088,11895,10
8087,8163,11896,8
8087,8086,11897,7
2915,2916,11898,5
2915,2805,11899,2
2915,2914,11900,7
2915,2987,11901,10
2297,2377,11902,7
2297,2298,11903,3
2297,2296,11904,5
2297,2225,11905,7
1159,1265,11906,3
1159,1158,11907,8
1159,1160,11908,9
7646,7720,11909,2
7646,7645,11910,7
7646,7572,11911,7
6426,6498,11912,2
6426,6427,11913,2
6426,6354,11914,9
6426,6425,11915,2
