inter_in,inter_out,streetcode,L
208,7780,28565,33
7780,208,28566,33
209,780,28567,44
780,209,28568,44
209,1094,28569,44
1094,209,28570,44
209,1247,28571,15
1247,209,28572,15
209,1530,28573,50
1530,209,28574,50
209,2667,28575,5
2667,209,28576,5
209,3640,28577,13
3640,209,28578,13
209,4295,28579,22
4295,209,28580,22
209,4507,28581,25
4507,209,28582,25
209,4526,28583,6
4526,209,28584,6
209,6575,28585,15
6575,209,28586,15
209,6928,28587,7
6928,209,28588,7
210,302,28589,6
302,210,28590,6
210,487,28591,48
487,210,28592,48
210,547,28593,45
547,210,28594,45
210,808,28595,46
808,210,28596,46
210,981,28597,28
981,210,28598,28
210,1049,28599,2
1049,210,28600,2
210,1084,28601,45
1084,210,28602,45
210,1495,28603,23
1495,210,28604,23
210,1732,28605,23
1732,210,28606,23
210,2493,28607,36
2493,210,28608,36
210,3094,28609,47
3094,210,28610,47
210,3636,28611,5
3636,210,28612,5
210,3923,28613,47
3923,210,28614,47
210,4975,28615,23
4975,210,28616,23
210,5403,28617,5
5403,210,28618,5
210,6927,28619,21
6927,210,28620,21
210,7503,28621,9
7503,210,28622,9
210,7908,28623,18
7908,210,28624,18
211,374,28625,29
374,211,28626,29
211,388,28627,25
388,211,28628,25
211,390,28629,5
390,211,28630,5
211,406,28631,38
406,211,28632,38
211,607,28633,20
607,211,28634,20
211,629,28635,16
629,211,28636,16
211,843,28637,6
843,211,28638,6
211,871,28639,3
871,211,28640,3
211,937,28641,28
937,211,28642,28
211,1073,28643,36
1073,211,28644,36
211,1166,28645,5
1166,211,28646,5
211,2487,28647,32
2487,211,28648,32
211,3023,28649,44
3023,211,28650,44
211,3092,28651,37
3092,211,28652,37
211,3143,28653,42
3143,211,28654,42
211,3177,28655,20
3177,211,28656,20
211,3221,28657,27
3221,211,28658,27
211,3272,28659,20
3272,211,28660,20
211,3353,28661,45
3353,211,28662,45
211,3423,28663,35
3423,211,28664,35
211,3462,28665,38
3462,211,28666,38
211,4070,28667,41
4070,211,28668,41
211,4170,28669,50
4170,211,28670,50
211,4674,28671,36
4674,211,28672,36
211,5052,28673,28
5052,211,28674,28
211,5145,28675,20
5145,211,28676,20
211,5212,28677,24
5212,211,28678,24
211,5896,28679,37
5896,211,28680,37
211,6435,28681,45
6435,211,28682,45
211,6489,28683,43
6489,211,28684,43
211,6706,28685,35
6706,211,28686,35
211,7325,28687,16
7325,211,28688,16
211,7401,28689,39
7401,211,28690,39
212,229,28691,30
229,212,28692,30
212,423,28693,46
423,212,28694,46
212,436,28695,34
436,212,28696,34
212,484,28697,20
484,212,28698,20
212,513,28699,3
513,212,28700,3
212,538,28701,37
538,212,28702,37
212,552,28703,20
552,212,28704,20
212,765,28705,50
765,212,28706,50
212,1061,28707,14
1061,212,28708,14
212,1101,28709,50
1101,212,28710,50
212,1403,28711,30
1403,212,28712,30
212,1688,28713,2
1688,212,28714,2
212,1707,28715,45
1707,212,28716,45
212,1709,28717,10
1709,212,28718,10
212,2067,28719,3
2067,212,28720,3
212,2094,28721,11
2094,212,28722,11
212,2147,28723,40
2147,212,28724,40
212,2206,28725,32
2206,212,28726,32
212,2215,28727,3
2215,212,28728,3
212,2309,28729,44
2309,212,28730,44
212,2336,28731,8
2336,212,28732,8
212,2435,28733,9
2435,212,28734,9
212,2554,28735,48
2554,212,28736,48
212,2885,28737,32
2885,212,28738,32
212,3305,28739,29
3305,212,28740,29
212,3417,28741,31
3417,212,28742,31
212,3619,28743,48
3619,212,28744,48
212,3909,28745,27
3909,212,28746,27
212,4012,28747,19
4012,212,28748,19
212,4111,28749,48
4111,212,28750,48
212,4578,28751,1
4578,212,28752,1
212,4841,28753,46
4841,212,28754,46
212,4845,28755,12
4845,212,28756,12
212,5221,28757,30
5221,212,28758,30
212,5279,28759,1
5279,212,28760,1
212,5653,28761,36
5653,212,28762,36
212,6407,28763,39
6407,212,28764,39
212,6421,28765,3
6421,212,28766,3
212,6523,28767,5
6523,212,28768,5
212,7114,28769,6
7114,212,28770,6
212,7603,28771,25
7603,212,28772,25
212,7608,28773,17
7608,212,28774,17
212,7716,28775,43
7716,212,28776,43
213,742,28777,40
742,213,28778,40
213,943,28779,9
943,213,28780,9
213,985,28781,31
985,213,28782,31
213,1272,28783,47
1272,213,28784,47
213,1525,28785,49
1525,213,28786,49
213,1742,28787,22
1742,213,28788,22
213,1857,28789,22
1857,213,28790,22
213,2119,28791,22
2119,213,28792,22
213,2505,28793,7
2505,213,28794,7
213,3265,28795,39
3265,213,28796,39
213,3282,28797,39
3282,213,28798,39
213,4328,28799,9
4328,213,28800,9
213,5005,28801,1
5005,213,28802,1
213,5512,28803,41
5512,213,28804,41
213,5762,28805,22
5762,213,28806,22
213,7298,28807,9
7298,213,28808,9
213,7743,28809,36
7743,213,28810,36
214,250,28811,21
250,214,28812,21
214,251,28813,14
251,214,28814,14
214,316,28815,28
316,214,28816,28
214,402,28817,22
402,214,28818,22
214,598,28819,27
598,214,28820,27
214,639,28821,46
639,214,28822,46
214,717,28823,10
717,214,28824,10
214,855,28825,14
855,214,28826,14
214,925,28827,45
925,214,28828,45
214,982,28829,13
982,214,28830,13
214,1072,28831,11
1072,214,28832,11
214,1273,28833,47
1273,214,28834,47
214,1307,28835,20
1307,214,28836,20
214,1314,28837,15
1314,214,28838,15
214,1432,28839,8
1432,214,28840,8
214,1704,28841,31
1704,214,28842,31
214,1768,28843,28
1768,214,28844,28
214,1944,28845,17
1944,214,28846,17
214,1996,28847,25
1996,214,28848,25
214,2178,28849,49
2178,214,28850,49
214,2226,28851,2
2226,214,28852,2
214,2640,28853,36
2640,214,28854,36
214,2674,28855,5
2674,214,28856,5
214,2783,28857,38
2783,214,28858,38
214,3004,28859,26
3004,214,28860,26
214,3497,28861,33
3497,214,28862,33
214,3548,28863,34
3548,214,28864,34
214,3561,28865,14
3561,214,28866,14
214,3717,28867,31
3717,214,28868,31
214,3877,28869,32
3877,214,28870,32
214,3993,28871,17
3993,214,28872,17
214,4155,28873,7
4155,214,28874,7
214,4316,28875,20
4316,214,28876,20
214,4332,28877,18
4332,214,28878,18
214,4896,28879,31
4896,214,28880,31
214,4989,28881,19
4989,214,28882,19
214,5017,28883,29
5017,214,28884,29
214,5349,28885,37
5349,214,28886,37
214,5759,28887,43
5759,214,28888,43
214,6293,28889,47
6293,214,28890,47
214,6476,28891,1
6476,214,28892,1
214,6719,28893,10
6719,214,28894,10
214,7031,28895,4
7031,214,28896,4
214,7072,28897,24
7072,214,28898,24
214,7416,28899,43
7416,214,28900,43
215,350,28901,22
350,215,28902,22
215,603,28903,39
603,215,28904,39
215,686,28905,44
686,215,28906,44
215,741,28907,9
741,215,28908,9
215,1021,28909,31
1021,215,28910,31
215,1378,28911,26
1378,215,28912,26
215,1437,28913,13
1437,215,28914,13
215,1640,28915,31
1640,215,28916,31
215,1834,28917,41
1834,215,28918,41
215,1988,28919,14
1988,215,28920,14
215,2693,28921,7
2693,215,28922,7
215,2703,28923,35
2703,215,28924,35
215,3104,28925,9
3104,215,28926,9
215,3475,28927,31
3475,215,28928,31
215,3805,28929,13
3805,215,28930,13
215,4385,28931,36
4385,215,28932,36
215,4534,28933,41
4534,215,28934,41
215,4567,28935,43
4567,215,28936,43
215,4602,28937,48
4602,215,28938,48
215,4685,28939,39
4685,215,28940,39
215,5903,28941,28
5903,215,28942,28
215,5951,28943,15
5951,215,28944,15
215,7674,28945,21
7674,215,28946,21
215,7833,28947,3
7833,215,28948,3
216,232,28949,13
232,216,28950,13
216,250,28951,5
250,216,28952,5
216,271,28953,39
271,216,28954,39
216,310,28955,45
310,216,28956,45
216,368,28957,38
368,216,28958,38
216,428,28959,17
428,216,28960,17
216,532,28961,20
532,216,28962,20
216,600,28963,29
600,216,28964,29
216,610,28965,29
610,216,28966,29
216,685,28967,33
685,216,28968,33
216,739,28969,19
739,216,28970,19
216,865,28971,16
865,216,28972,16
216,1007,28973,13
1007,216,28974,13
216,1119,28975,40
1119,216,28976,40
216,1221,28977,50
1221,216,28978,50
216,1246,28979,39
1246,216,28980,39
216,1248,28981,5
1248,216,28982,5
216,1251,28983,3
1251,216,28984,3
216,1267,28985,19
1267,216,28986,19
216,1386,28987,45
1386,216,28988,45
216,1449,28989,6
1449,216,28990,6
216,1508,28991,37
1508,216,28992,37
216,1515,28993,17
1515,216,28994,17
216,1604,28995,32
1604,216,28996,32
216,1673,28997,37
1673,216,28998,37
216,1698,28999,25
1698,216,29000,25
216,1795,29001,7
1795,216,29002,7
216,2279,29003,5
2279,216,29004,5
216,2447,29005,14
2447,216,29006,14
216,2650,29007,15
2650,216,29008,15
216,2759,29009,43
2759,216,29010,43
216,2887,29011,14
2887,216,29012,14
216,3029,29013,42
3029,216,29014,42
216,3316,29015,24
3316,216,29016,24
216,3369,29017,2
3369,216,29018,2
216,3395,29019,17
3395,216,29020,17
216,3519,29021,32
3519,216,29022,32
216,3865,29023,13
3865,216,29024,13
216,3974,29025,35
3974,216,29026,35
216,4208,29027,49
4208,216,29028,49
216,4341,29029,16
4341,216,29030,16
216,4857,29031,49
4857,216,29032,49
216,4910,29033,25
4910,216,29034,25
216,5090,29035,35
5090,216,29036,35
216,5276,29037,49
5276,216,29038,49
216,5367,29039,11
5367,216,29040,11
216,5606,29041,2
5606,216,29042,2
216,5722,29043,5
5722,216,29044,5
216,5828,29045,22
5828,216,29046,22
216,5975,29047,27
5975,216,29048,27
216,6043,29049,10
6043,216,29050,10
216,6389,29051,27
6389,216,29052,27
216,6532,29053,30
6532,216,29054,30
216,6533,29055,1
6533,216,29056,1
216,6765,29057,39
6765,216,29058,39
216,7083,29059,31
7083,216,29060,31
216,7255,29061,4
7255,216,29062,4
216,7545,29063,44
7545,216,29064,44
216,7749,29065,27
7749,216,29066,27
216,7820,29067,42
7820,216,29068,42
217,229,29069,40
229,217,29070,40
217,322,29071,25
322,217,29072,25
217,598,29073,12
598,217,29074,12
217,694,29075,34
694,217,29076,34
217,774,29077,5
774,217,29078,5
217,904,29079,40
904,217,29080,40
217,1150,29081,34
1150,217,29082,34
217,1151,29083,37
1151,217,29084,37
217,1979,29085,47
1979,217,29086,47
217,2574,29087,30
2574,217,29088,30
217,2690,29089,13
2690,217,29090,13
217,2714,29091,47
2714,217,29092,47
217,6443,29093,47
6443,217,29094,47
217,6861,29095,50
6861,217,29096,50
217,7822,29097,21
7822,217,29098,21
218,295,29099,17
295,218,29100,17
218,344,29101,50
344,218,29102,50
218,484,29103,50
484,218,29104,50
218,623,29105,29
623,218,29106,29
218,761,29107,2
761,218,29108,2
218,815,29109,41
815,218,29110,41
218,1028,29111,2
1028,218,29112,2
218,1338,29113,27
1338,218,29114,27
218,1463,29115,21
1463,218,29116,21
218,1814,29117,7
1814,218,29118,7
218,1936,29119,39
1936,218,29120,39
218,2262,29121,6
2262,218,29122,6
218,2767,29123,14
2767,218,29124,14
218,2851,29125,40
2851,218,29126,40
218,3682,29127,46
3682,218,29128,46
218,3949,29129,50
3949,218,29130,50
218,4209,29131,42
4209,218,29132,42
218,4411,29133,4
4411,218,29134,4
218,4530,29135,50
4530,218,29136,50
218,5461,29137,13
5461,218,29138,13
218,5559,29139,27
5559,218,29140,27
218,5982,29141,24
5982,218,29142,24
218,6245,29143,24
6245,218,29144,24
218,6366,29145,13
6366,218,29146,13
218,6723,29147,33
6723,218,29148,33
218,6944,29149,33
6944,218,29150,33
218,6999,29151,39
6999,218,29152,39
218,7129,29153,22
7129,218,29154,22
218,7361,29155,30
7361,218,29156,30
218,7864,29157,23
7864,218,29158,23
219,240,29159,1
240,219,29160,1
219,250,29161,27
250,219,29162,27
219,272,29163,12
272,219,29164,12
219,478,29165,27
478,219,29166,27
219,574,29167,21
574,219,29168,21
219,608,29169,32
608,219,29170,32
219,683,29171,48
683,219,29172,48
219,864,29173,23
864,219,29174,23
219,1703,29175,29
1703,219,29176,29
219,1734,29177,15
1734,219,29178,15
219,1751,29179,17
1751,219,29180,17
219,1788,29181,17
1788,219,29182,17
219,1927,29183,12
1927,219,29184,12
219,2069,29185,50
2069,219,29186,50
219,2207,29187,21
2207,219,29188,21
219,2208,29189,7
2208,219,29190,7
219,2214,29191,11
2214,219,29192,11
219,2241,29193,28
2241,219,29194,28
219,2271,29195,35
2271,219,29196,35
219,2348,29197,50
2348,219,29198,50
219,2604,29199,31
2604,219,29200,31
219,2723,29201,19
2723,219,29202,19
219,2776,29203,16
2776,219,29204,16
219,2801,29205,47
2801,219,29206,47
219,2818,29207,48
2818,219,29208,48
219,2861,29209,17
2861,219,29210,17
219,2949,29211,6
2949,219,29212,6
219,3018,29213,15
3018,219,29214,15
219,3118,29215,34
3118,219,29216,34
219,3244,29217,43
3244,219,29218,43
219,3320,29219,38
3320,219,29220,38
219,3451,29221,11
3451,219,29222,11
219,3614,29223,24
3614,219,29224,24
219,3915,29225,14
3915,219,29226,14
219,4007,29227,35
4007,219,29228,35
219,4010,29229,28
4010,219,29230,28
219,4218,29231,11
4218,219,29232,11
219,4262,29233,13
4262,219,29234,13
219,4333,29235,6
4333,219,29236,6
219,4402,29237,29
4402,219,29238,29
219,4457,29239,27
4457,219,29240,27
219,4746,29241,46
4746,219,29242,46
219,4834,29243,39
4834,219,29244,39
219,5211,29245,33
5211,219,29246,33
219,5498,29247,23
5498,219,29248,23
219,5703,29249,33
5703,219,29250,33
219,5985,29251,8
5985,219,29252,8
219,6003,29253,24
6003,219,29254,24
219,6198,29255,20
6198,219,29256,20
219,6613,29257,25
6613,219,29258,25
219,6725,29259,24
6725,219,29260,24
219,6974,29261,32
6974,219,29262,32
219,6987,29263,28
6987,219,29264,28
219,7472,29265,28
7472,219,29266,28
219,7677,29267,30
7677,219,29268,30
220,223,29269,24
223,220,29270,24
220,447,29271,49
447,220,29272,49
220,849,29273,1
849,220,29274,1
220,1357,29275,14
1357,220,29276,14
220,2155,29277,36
2155,220,29278,36
220,2944,29279,18
2944,220,29280,18
220,3480,29281,35
3480,220,29282,35
220,3700,29283,35
3700,220,29284,35
220,3922,29285,17
3922,220,29286,17
220,4593,29287,20
4593,220,29288,20
220,4711,29289,9
4711,220,29290,9
220,4764,29291,43
4764,220,29292,43
220,4961,29293,36
4961,220,29294,36
220,5231,29295,23
5231,220,29296,23
220,6209,29297,48
6209,220,29298,48
220,6983,29299,43
6983,220,29300,43
220,7468,29301,44
7468,220,29302,44
221,232,29303,21
232,221,29304,21
221,356,29305,30
356,221,29306,30
221,422,29307,43
422,221,29308,43
221,473,29309,35
473,221,29310,35
221,612,29311,3
612,221,29312,3
221,738,29313,43
738,221,29314,43
221,789,29315,8
789,221,29316,8
221,884,29317,8
884,221,29318,8
221,1008,29319,20
1008,221,29320,20
221,1023,29321,6
1023,221,29322,6
221,1149,29323,44
1149,221,29324,44
221,1218,29325,15
1218,221,29326,15
221,1418,29327,11
1418,221,29328,11
221,1570,29329,46
1570,221,29330,46
221,1877,29331,1
1877,221,29332,1
221,2162,29333,13
2162,221,29334,13
221,2445,29335,6
2445,221,29336,6
221,2586,29337,29
2586,221,29338,29
221,3705,29339,44
3705,221,29340,44
221,3733,29341,10
3733,221,29342,10
221,4823,29343,23
4823,221,29344,23
221,4870,29345,20
4870,221,29346,20
221,5013,29347,45
5013,221,29348,45
221,5317,29349,45
5317,221,29350,45
221,5320,29351,29
5320,221,29352,29
221,5619,29353,17
5619,221,29354,17
221,5835,29355,10
5835,221,29356,10
221,6060,29357,1
6060,221,29358,1
221,6298,29359,14
6298,221,29360,14
221,6484,29361,18
6484,221,29362,18
222,484,29363,27
484,222,29364,27
222,519,29365,31
519,222,29366,31
222,847,29367,37
847,222,29368,37
222,1582,29369,28
1582,222,29370,28
222,1694,29371,43
1694,222,29372,43
222,1876,29373,14
1876,222,29374,14
222,2333,29375,17
2333,222,29376,17
222,2450,29377,29
2450,222,29378,29
222,2752,29379,2
2752,222,29380,2
222,2824,29381,19
2824,222,29382,19
222,2935,29383,38
2935,222,29384,38
222,3020,29385,16
3020,222,29386,16
222,3163,29387,36
3163,222,29388,36
222,3398,29389,35
3398,222,29390,35
222,3570,29391,28
3570,222,29392,28
222,4098,29393,48
4098,222,29394,48
222,4670,29395,20
4670,222,29396,20
222,4726,29397,9
4726,222,29398,9
222,5351,29399,17
5351,222,29400,17
222,5353,29401,28
5353,222,29402,28
222,5891,29403,27
5891,222,29404,27
222,6019,29405,6
6019,222,29406,6
222,6113,29407,35
6113,222,29408,35
222,6591,29409,35
6591,222,29410,35
222,7033,29411,22
7033,222,29412,22
222,7320,29413,23
7320,222,29414,23
222,7473,29415,6
7473,222,29416,6
223,228,29417,31
228,223,29418,31
223,334,29419,46
334,223,29420,46
223,354,29421,34
354,223,29422,34
223,415,29423,37
415,223,29424,37
223,422,29425,17
422,223,29426,17
223,442,29427,19
442,223,29428,19
223,613,29429,17
613,223,29430,17
223,645,29431,35
645,223,29432,35
223,716,29433,26
716,223,29434,26
223,929,29435,15
929,223,29436,15
223,1581,29437,37
1581,223,29438,37
223,1675,29439,47
1675,223,29440,47
223,1701,29441,24
1701,223,29442,24
223,1729,29443,2
1729,223,29444,2
223,1813,29445,20
1813,223,29446,20
223,2187,29447,14
2187,223,29448,14
223,2715,29449,39
2715,223,29450,39
223,2862,29451,28
2862,223,29452,28
223,2955,29453,45
2955,223,29454,45
223,3248,29455,34
3248,223,29456,34
223,3828,29457,41
3828,223,29458,41
223,3914,29459,21
3914,223,29460,21
223,4869,29461,44
4869,223,29462,44
223,5037,29463,39
5037,223,29464,39
223,5495,29465,16
5495,223,29466,16
223,6255,29467,37
6255,223,29468,37
223,6275,29469,43
6275,223,29470,43
223,6440,29471,25
6440,223,29472,25
223,6493,29473,44
6493,223,29474,44
223,6519,29475,6
6519,223,29476,6
223,7115,29477,41
7115,223,29478,41
223,7228,29479,46
7228,223,29480,46
224,291,29481,13
291,224,29482,13
224,308,29483,25
308,224,29484,25
224,357,29485,35
357,224,29486,35
224,438,29487,40
438,224,29488,40
224,728,29489,38
728,224,29490,38
224,811,29491,43
811,224,29492,43
224,845,29493,48
845,224,29494,48
224,1060,29495,28
1060,224,29496,28
224,1079,29497,26
1079,224,29498,26
224,1159,29499,50
1159,224,29500,50
224,1178,29501,14
1178,224,29502,14
224,1193,29503,50
1193,224,29504,50
224,1359,29505,9
1359,224,29506,9
224,1445,29507,48
1445,224,29508,48
224,1454,29509,5
1454,224,29510,5
224,1487,29511,14
1487,224,29512,14
224,1645,29513,47
1645,224,29514,47
224,1673,29515,38
1673,224,29516,38
224,1685,29517,48
1685,224,29518,48
224,1697,29519,1
1697,224,29520,1
224,1710,29521,26
1710,224,29522,26
224,1718,29523,17
1718,224,29524,17
224,2084,29525,18
2084,224,29526,18
224,2195,29527,7
2195,224,29528,7
224,2282,29529,8
2282,224,29530,8
224,2488,29531,49
2488,224,29532,49
224,2569,29533,17
2569,224,29534,17
224,2934,29535,6
2934,224,29536,6
224,3063,29537,18
3063,224,29538,18
224,3550,29539,12
3550,224,29540,12
224,3551,29541,7
3551,224,29542,7
224,3644,29543,35
3644,224,29544,35
224,3912,29545,26
3912,224,29546,26
224,3993,29547,15
3993,224,29548,15
224,4233,29549,17
4233,224,29550,17
224,4244,29551,21
4244,224,29552,21
224,4416,29553,41
4416,224,29554,41
224,4657,29555,30
4657,224,29556,30
224,5563,29557,35
5563,224,29558,35
224,5869,29559,44
5869,224,29560,44
224,5961,29561,35
5961,224,29562,35
224,6314,29563,34
6314,224,29564,34
224,6445,29565,2
6445,224,29566,2
224,6600,29567,49
6600,224,29568,49
224,6714,29569,47
6714,224,29570,47
224,6955,29571,16
6955,224,29572,16
224,7127,29573,39
7127,224,29574,39
224,7833,29575,17
7833,224,29576,17
224,7911,29577,6
7911,224,29578,6
225,318,29579,39
318,225,29580,39
225,509,29581,44
509,225,29582,44
225,560,29583,9
560,225,29584,9
225,1052,29585,31
1052,225,29586,31
225,1108,29587,44
1108,225,29588,44
225,1150,29589,16
1150,225,29590,16
225,1574,29591,10
1574,225,29592,10
225,2588,29593,50
2588,225,29594,50
225,3421,29595,12
3421,225,29596,12
225,4508,29597,27
4508,225,29598,27
225,4538,29599,50
4538,225,29600,50
225,4953,29601,37
4953,225,29602,37
225,6728,29603,2
6728,225,29604,2
225,6975,29605,32
6975,225,29606,32
225,7159,29607,9
7159,225,29608,9
226,310,29609,15
310,226,29610,15
226,464,29611,11
464,226,29612,11
226,472,29613,8
472,226,29614,8
226,653,29615,15
653,226,29616,15
226,781,29617,5
781,226,29618,5
226,1300,29619,6
1300,226,29620,6
226,1304,29621,24
1304,226,29622,24
226,1607,29623,49
1607,226,29624,49
226,1792,29625,28
1792,226,29626,28
226,1849,29627,34
1849,226,29628,34
226,1884,29629,40
1884,226,29630,40
226,1924,29631,13
1924,226,29632,13
226,1948,29633,14
1948,226,29634,14
226,2188,29635,7
2188,226,29636,7
226,2234,29637,41
2234,226,29638,41
226,2426,29639,10
2426,226,29640,10
226,2618,29641,43
2618,226,29642,43
226,2875,29643,5
2875,226,29644,5
226,2914,29645,16
2914,226,29646,16
226,3073,29647,17
3073,226,29648,17
226,3351,29649,28
3351,226,29650,28
226,3652,29651,25
3652,226,29652,25
226,3888,29653,4
3888,226,29654,4
226,4151,29655,15
4151,226,29656,15
226,4679,29657,33
4679,226,29658,33
226,5013,29659,33
5013,226,29660,33
226,5615,29661,36
5615,226,29662,36
226,6257,29663,3
6257,226,29664,3
226,6565,29665,19
6565,226,29666,19
226,6871,29667,21
6871,226,29668,21
226,7791,29669,21
7791,226,29670,21
227,237,29671,45
237,227,29672,45
227,278,29673,14
278,227,29674,14
227,392,29675,9
392,227,29676,9
227,487,29677,10
487,227,29678,10
227,591,29679,38
591,227,29680,38
227,678,29681,5
678,227,29682,5
227,681,29683,4
681,227,29684,4
227,1131,29685,8
1131,227,29686,8
227,1361,29687,24
1361,227,29688,24
227,1865,29689,4
1865,227,29690,4
227,1945,29691,8
1945,227,29692,8
227,2028,29693,14
2028,227,29694,14
227,2140,29695,9
2140,227,29696,9
227,2399,29697,5
2399,227,29698,5
227,2503,29699,28
2503,227,29700,28
227,2681,29701,42
2681,227,29702,42
227,3657,29703,23
3657,227,29704,23
227,3799,29705,40
3799,227,29706,40
227,3952,29707,13
3952,227,29708,13
227,5306,29709,6
5306,227,29710,6
227,5409,29711,25
5409,227,29712,25
227,5462,29713,22
5462,227,29714,22
227,5788,29715,7
5788,227,29716,7
227,6130,29717,18
6130,227,29718,18
227,6366,29719,5
6366,227,29720,5
227,7138,29721,6
7138,227,29722,6
227,7579,29723,5
7579,227,29724,5
227,7834,29725,30
7834,227,29726,30
228,246,29727,6
246,228,29728,6
228,273,29729,6
273,228,29730,6
228,304,29731,11
304,228,29732,11
228,436,29733,28
436,228,29734,28
228,456,29735,2
456,228,29736,2
228,482,29737,15
482,228,29738,15
228,514,29739,48
514,228,29740,48
228,577,29741,40
577,228,29742,40
228,640,29743,30
640,228,29744,30
228,645,29745,42
645,228,29746,42
228,687,29747,4
687,228,29748,4
228,893,29749,18
893,228,29750,18
228,979,29751,45
979,228,29752,45
228,1045,29753,23
1045,228,29754,23
228,1118,29755,36
1118,228,29756,36
228,1410,29757,44
1410,228,29758,44
228,1425,29759,10
1425,228,29760,10
228,1690,29761,29
1690,228,29762,29
228,1713,29763,15
1713,228,29764,15
228,1811,29765,6
1811,228,29766,6
228,1927,29767,29
1927,228,29768,29
228,2130,29769,20
2130,228,29770,20
228,2162,29771,30
2162,228,29772,30
228,2381,29773,20
2381,228,29774,20
228,2485,29775,9
2485,228,29776,9
228,2586,29777,25
2586,228,29778,25
228,2759,29779,10
2759,228,29780,10
228,2840,29781,19
2840,228,29782,19
228,2970,29783,2
2970,228,29784,2
228,3038,29785,38
3038,228,29786,38
228,3071,29787,16
3071,228,29788,16
228,3101,29789,22
3101,228,29790,22
228,3525,29791,36
3525,228,29792,36
228,3915,29793,1
3915,228,29794,1
228,3930,29795,6
3930,228,29796,6
228,4680,29797,18
4680,228,29798,18
228,4954,29799,20
4954,228,29800,20
228,5380,29801,39
5380,228,29802,39
228,5391,29803,12
5391,228,29804,12
228,5439,29805,8
5439,228,29806,8
228,5505,29807,2
5505,228,29808,2
228,6195,29809,37
6195,228,29810,37
228,6248,29811,5
6248,228,29812,5
228,6280,29813,22
6280,228,29814,22
228,6371,29815,18
6371,228,29816,18
228,6387,29817,3
6387,228,29818,3
228,6397,29819,44
6397,228,29820,44
228,6509,29821,31
6509,228,29822,31
228,6569,29823,22
6569,228,29824,22
228,6659,29825,19
6659,228,29826,19
228,6712,29827,30
6712,228,29828,30
228,7025,29829,23
7025,228,29830,23
228,7114,29831,1
7114,228,29832,1
228,7512,29833,37
7512,228,29834,37
228,7758,29835,44
7758,228,29836,44
228,7978,29837,9
7978,228,29838,9
229,290,29839,19
290,229,29840,19
229,294,29841,41
294,229,29842,41
229,377,29843,21
377,229,29844,21
229,658,29845,36
658,229,29846,36
229,1317,29847,42
1317,229,29848,42
229,3587,29849,40
3587,229,29850,40
229,3995,29851,48
3995,229,29852,48
229,4020,29853,22
4020,229,29854,22
229,4491,29855,42
4491,229,29856,42
229,5232,29857,19
5232,229,29858,19
229,6579,29859,6
6579,229,29860,6
229,6973,29861,16
6973,229,29862,16
229,7045,29863,46
7045,229,29864,46
229,7256,29865,11
7256,229,29866,11
229,7623,29867,37
7623,229,29868,37
230,382,29869,6
382,230,29870,6
230,394,29871,13
394,230,29872,13
230,447,29873,50
447,230,29874,50
230,581,29875,30
581,230,29876,30
230,803,29877,5
803,230,29878,5
230,883,29879,36
883,230,29880,36
230,962,29881,44
962,230,29882,44
230,1251,29883,31
1251,230,29884,31
230,1406,29885,30
1406,230,29886,30
230,1622,29887,30
1622,230,29888,30
230,1655,29889,19
1655,230,29890,19
230,1744,29891,44
1744,230,29892,44
230,2078,29893,34
2078,230,29894,34
230,2173,29895,38
2173,230,29896,38
230,2393,29897,26
2393,230,29898,26
230,2605,29899,40
2605,230,29900,40
230,2733,29901,45
2733,230,29902,45
230,2748,29903,28
2748,230,29904,28
230,2841,29905,47
2841,230,29906,47
230,3229,29907,12
3229,230,29908,12
230,3508,29909,37
3508,230,29910,37
230,3553,29911,42
3553,230,29912,42
230,3664,29913,10
3664,230,29914,10
230,3683,29915,31
3683,230,29916,31
230,3801,29917,6
3801,230,29918,6
230,4037,29919,41
4037,230,29920,41
230,4322,29921,31
4322,230,29922,31
230,4535,29923,31
4535,230,29924,31
230,5248,29925,6
5248,230,29926,6
230,5283,29927,41
5283,230,29928,41
230,5820,29929,6
5820,230,29930,6
230,5933,29931,8
5933,230,29932,8
230,6135,29933,44
6135,230,29934,44
230,6917,29935,18
6917,230,29936,18
230,6962,29937,15
6962,230,29938,15
230,7376,29939,41
7376,230,29940,41
230,7594,29941,27
7594,230,29942,27
231,396,29943,37
396,231,29944,37
231,1206,29945,30
1206,231,29946,30
231,1535,29947,42
1535,231,29948,42
231,1946,29949,43
1946,231,29950,43
231,2023,29951,45
2023,231,29952,45
231,2063,29953,18
2063,231,29954,18
231,2222,29955,8
2222,231,29956,8
231,2585,29957,48
2585,231,29958,48
231,3054,29959,25
3054,231,29960,25
231,3091,29961,43
3091,231,29962,43
231,3418,29963,29
3418,231,29964,29
231,4068,29965,24
4068,231,29966,24
231,4119,29967,10
4119,231,29968,10
231,5077,29969,11
5077,231,29970,11
231,5460,29971,28
5460,231,29972,28
231,5684,29973,16
5684,231,29974,16
231,6116,29975,2
6116,231,29976,2
231,6673,29977,2
6673,231,29978,2
231,7147,29979,37
7147,231,29980,37
231,7263,29981,1
7263,231,29982,1
231,7784,29983,50
7784,231,29984,50
231,7873,29985,11
7873,231,29986,11
232,307,29987,2
307,232,29988,2
232,426,29989,1
426,232,29990,1
232,483,29991,15
